customer_id,customer_name,loyalty_tier,state,total_orders,lifetime_value,avg_order_value,first_order_date,last_order_date,customer_tenure_days,clv_segment
2201,Brett Stephenson,Platinum,NC,6,5231.38,307.73,2022-12-28,2024-08-30,611.0,Low Value
3718,Ariana Davis,Gold,WI,5,5219.12,347.94,2022-07-07,2024-11-25,872.0,Low Value
2767,Deborah Fox,Bronze,MO,10,5218.63,260.93,2022-03-11,2024-10-12,946.0,Low Value
4066,Joshua Walker,Gold,VA,3,5218.46,579.83,2022-02-03,2023-09-28,602.0,Low Value
9859,Loretta Ward,Platinum,NY,2,5217.89,1043.58,2023-03-29,2023-06-25,88.0,Low Value
5447,Rachel Diaz,Bronze,VA,2,5216.76,1043.35,2024-01-01,2024-09-23,266.0,Low Value
830,Richard Hall,Bronze,OH,5,5209.46,520.95,2022-02-17,2024-12-07,1024.0,Low Value
9446,Tonya Miller,Bronze,IL,4,5207.77,433.98,2022-09-27,2024-10-23,757.0,Low Value
1626,Dawn Braun,Gold,NJ,6,5207.07,400.54,2022-07-23,2024-12-01,862.0,Low Value
9505,Christopher White,Bronze,MA,4,5197.13,519.71,2022-02-16,2023-07-01,500.0,Low Value
4324,Jennifer Estrada,Silver,PA,3,5195.83,472.35,2023-06-16,2024-12-21,554.0,Low Value
3951,Stephanie Kirby,Bronze,MA,8,5193.52,216.4,2022-01-21,2024-02-25,765.0,Low Value
7384,Richard Martin,Gold,WI,4,5190.8,324.43,2022-09-12,2023-12-15,459.0,Low Value
5252,Nicole Burns,Silver,GA,6,5189.88,288.33,2022-04-30,2024-07-22,814.0,Low Value
88,Mark Austin,Platinum,NJ,7,5189.69,305.28,2022-02-26,2024-08-16,902.0,Low Value
2145,John Smith,Silver,TX,7,5188.95,288.27,2022-01-26,2024-02-29,764.0,Low Value
7746,Robert Barnett,Silver,NJ,6,5184.65,345.64,2022-09-05,2024-12-24,841.0,Low Value
9156,Richard Cameron,Silver,CA,5,5184.62,370.33,2022-06-22,2024-12-19,911.0,Low Value
4192,Jeff Williams,Platinum,FL,6,5184.07,370.29,2022-05-30,2024-02-28,639.0,Low Value
4388,David Nguyen,Silver,NY,5,5183.33,345.56,2022-09-07,2024-09-26,750.0,Low Value
4207,Andrew Bridges,Gold,WI,4,5182.65,647.83,2023-06-15,2024-10-03,476.0,Low Value
4827,Ashley Lamb,Bronze,OH,6,5177.44,304.56,2022-10-06,2024-10-26,751.0,Low Value
355,Linda Acevedo,Bronze,WI,5,5176.5,369.75,2022-04-18,2024-10-20,916.0,Low Value
1002,Shawn Smith,Bronze,MD,6,5171.55,304.21,2022-06-23,2024-08-12,781.0,Low Value
9582,Elizabeth Webster,Bronze,GA,2,5170.75,430.9,2022-10-19,2023-03-06,138.0,Low Value
5795,Joseph Walker,Gold,CA,5,5167.7,397.52,2022-01-04,2023-09-03,607.0,Low Value
5902,Lisa Duke,Platinum,PA,9,5166.02,258.3,2022-03-18,2024-12-24,1012.0,Low Value
6504,Jason Jackson,Bronze,MA,6,5163.83,303.75,2022-05-07,2024-12-25,963.0,Low Value
420,Lacey Glenn,Bronze,NY,5,5161.41,271.65,2022-03-17,2024-08-21,888.0,Low Value
3105,Whitney Watson,Gold,MA,4,5156.91,515.69,2022-10-08,2024-03-02,511.0,Low Value
8902,Warren Yu,Bronze,FL,2,5156.49,736.64,2022-01-05,2024-06-12,889.0,Low Value
4995,Lauren Bush,Silver,OH,3,5153.57,468.51,2022-06-03,2023-04-01,302.0,Low Value
6477,Heather Black,Bronze,PA,5,5153.31,322.08,2023-04-11,2024-12-17,616.0,Low Value
7727,Patricia Norton,Bronze,AZ,9,5151.92,271.15,2022-11-05,2024-11-04,730.0,Low Value
952,Robin Gaines,Silver,VA,6,5151.57,321.97,2022-06-05,2024-12-30,939.0,Low Value
443,Laura Benson,Silver,IN,5,5147.39,395.95,2023-08-12,2024-10-14,429.0,Low Value
9346,Denise May,Silver,WA,4,5146.8,367.63,2023-08-11,2024-08-22,377.0,Low Value
6573,Kevin Alexander,Gold,NC,6,5145.45,302.67,2022-07-04,2024-06-07,704.0,Low Value
8767,John Peterson,Bronze,NY,4,5145.08,467.73,2023-07-27,2024-09-20,421.0,Low Value
8469,Valerie Flores,Bronze,MI,6,5145.04,321.56,2022-06-24,2024-10-31,860.0,Low Value
368,Amber Jackson,Silver,TN,4,5144.77,643.1,2022-02-03,2024-11-17,1018.0,Low Value
7078,Michael Reid,Silver,MI,4,5135.77,395.06,2022-10-23,2024-12-14,783.0,Low Value
2910,Lawrence Russell,Silver,MA,6,5134.15,320.88,2022-02-23,2024-07-15,873.0,Low Value
2718,Alyssa Turner,Gold,MO,4,5132.82,466.62,2022-01-10,2022-11-19,313.0,Low Value
9227,Tasha Doyle,Platinum,TN,5,5131.9,427.66,2022-06-11,2024-12-02,905.0,Low Value
650,Brendan Miller,Silver,NJ,6,5128.91,366.35,2022-09-10,2024-10-17,768.0,Low Value
1133,Nicholas Haney,Bronze,AZ,8,5128.88,244.23,2022-05-16,2024-11-30,929.0,Low Value
5736,Erica Williams,Gold,PA,3,5128.78,512.88,2022-11-04,2024-09-22,688.0,Low Value
9215,Eric Adams,Bronze,CA,2,5127.93,1709.31,2022-05-05,2024-03-06,671.0,Low Value
1104,Nicholas Johnson,Bronze,MO,5,5122.18,341.48,2022-06-07,2024-12-01,908.0,Low Value
6089,Joyce Soto,Bronze,WA,6,5118.15,243.72,2022-01-10,2024-10-28,1022.0,Low Value
1408,Troy Small,Silver,MD,6,5115.85,269.26,2022-05-11,2024-01-20,619.0,Low Value
9041,Alisha Hubbard,Gold,NC,6,5115.56,341.04,2022-01-10,2024-09-23,987.0,Low Value
8542,Robert Russell,Bronze,IL,2,5115.4,730.77,2022-03-15,2024-01-03,659.0,Low Value
4030,Kirk Williams,Gold,PA,6,5114.7,300.86,2022-12-06,2024-11-22,717.0,Low Value
3897,Gina Austin,Gold,MA,4,5112.34,319.52,2022-12-15,2024-05-17,519.0,Low Value
808,Justin Anderson,Gold,MD,7,5109.07,268.9,2022-06-10,2024-10-16,859.0,Low Value
7957,Brittany White,Bronze,NY,8,5106.99,243.19,2022-01-02,2024-09-20,992.0,Low Value
9914,Dustin Curry,Bronze,NC,8,5105.27,212.72,2022-03-16,2024-07-05,842.0,Low Value
9744,Rebecca Wolf,Bronze,IN,8,5104.28,232.01,2022-01-14,2024-03-03,779.0,Low Value
1659,Andrew Avila,Bronze,MO,7,5103.46,300.2,2022-05-25,2024-06-22,759.0,Low Value
4289,Jennifer Coleman,Silver,CA,6,5102.2,425.18,2022-05-27,2024-11-20,908.0,Low Value
2124,Franklin Carter,Bronze,TX,6,5101.09,283.39,2022-04-19,2024-09-27,892.0,Low Value
6792,Laura Jackson,Silver,MD,6,5097.77,318.61,2022-08-26,2024-05-11,624.0,Low Value
8785,Dennis Bailey,Silver,PA,5,5095.51,254.78,2022-03-25,2024-10-09,929.0,Low Value
6170,Sarah Johnson,Bronze,MI,5,5088.84,339.26,2022-01-29,2024-12-16,1052.0,Low Value
8076,Jennifer Watkins,Gold,GA,4,5083.97,635.5,2023-05-01,2024-10-31,549.0,Low Value
9529,Emma Harris,Bronze,MD,6,5082.03,317.63,2022-02-27,2024-05-09,802.0,Low Value
2955,Lisa Johnson,Bronze,TX,4,5078.03,338.54,2022-05-01,2024-12-16,960.0,Low Value
8181,Stephen Harding,Silver,MO,6,5077.12,317.32,2022-01-02,2024-11-10,1043.0,Low Value
6548,Brittany Vasquez,Bronze,OH,3,5076.08,390.47,2022-08-02,2023-12-17,502.0,Low Value
9345,Jennifer Diaz,Bronze,NJ,4,5073.97,338.26,2022-02-26,2024-12-13,1021.0,Low Value
3675,Madeline Gomez,Bronze,VA,4,5061.99,723.14,2023-12-19,2024-07-11,205.0,Low Value
7398,Catherine Fritz,Bronze,NY,5,5057.48,297.5,2022-04-13,2024-12-10,972.0,Low Value
6535,Scott Jackson,Silver,OH,6,5053.88,265.99,2023-01-14,2024-06-06,509.0,Low Value
9374,Ashley Steele,Bronze,GA,2,5051.93,721.7,2022-01-13,2022-07-31,199.0,Low Value
8088,Cassandra Scott,Silver,NY,6,5050.39,252.52,2022-05-31,2024-07-18,779.0,Low Value
7650,Andrew Ramsey,Bronze,TN,6,5047.19,458.84,2022-01-08,2024-06-25,899.0,Low Value
7846,April Williams,Platinum,NY,4,5044.14,504.41,2022-07-17,2023-12-04,505.0,Low Value
1647,Megan Buchanan,Bronze,WA,6,5043.69,387.98,2023-04-14,2024-12-29,625.0,Low Value
1081,Jill Davis,Silver,NY,4,5040.04,420.0,2023-08-17,2024-05-01,258.0,Low Value
7560,Thomas Moore,Bronze,PA,4,5037.42,359.82,2022-06-10,2024-05-11,701.0,Low Value
909,Kyle Everett,Bronze,MD,6,5035.66,279.76,2023-01-23,2024-11-28,675.0,Low Value
7876,Henry Jimenez,Bronze,MD,5,5035.6,279.76,2022-01-11,2024-07-20,921.0,Low Value
3157,David Hanson,Gold,IN,4,5026.99,457.0,2022-04-10,2024-11-22,957.0,Low Value
2420,Daniel Fields,Silver,MO,4,5016.07,250.8,2022-06-08,2024-06-17,740.0,Low Value
1286,Brittany Ross,Bronze,NJ,4,5014.52,358.18,2022-08-28,2024-07-23,695.0,Low Value
8561,Justin Simon,Silver,NJ,4,5014.08,417.84,2022-12-28,2024-10-24,666.0,Low Value
6712,Anna Archer,Bronze,AZ,5,5010.86,417.57,2022-07-21,2024-07-05,715.0,Low Value
789,Allen Oliver,Bronze,FL,4,5010.7,455.52,2023-03-06,2024-11-02,607.0,Low Value
1048,Cory Bailey,Gold,MA,6,5008.95,227.68,2022-02-11,2024-08-07,908.0,Low Value
1431,Randy Sanchez,Silver,AZ,5,5008.61,357.76,2022-05-10,2024-03-03,663.0,Low Value
5224,Eric Riley,Silver,IL,5,5002.09,357.29,2023-03-06,2024-09-27,571.0,Low Value
6069,Brian Jones,Silver,VA,4,4996.91,384.38,2022-09-11,2024-12-04,815.0,Low Value
4168,Jason Mccall,Bronze,NC,4,4990.99,415.92,2022-02-13,2024-07-08,876.0,Low Value
8315,Megan Stanton,Gold,WI,5,4986.75,293.34,2022-04-19,2024-08-14,848.0,Low Value
2768,Laura Bryant,Platinum,FL,4,4985.39,415.45,2022-05-28,2024-03-08,650.0,Low Value
6821,Crystal Wolf,Gold,WI,2,4984.9,830.82,2022-01-04,2024-10-10,1010.0,Low Value
347,Christopher Carrillo,Gold,MI,4,4980.63,415.05,2023-06-10,2024-03-08,272.0,Low Value
1266,Larry Winters,Gold,TN,5,4980.05,355.72,2022-08-29,2024-09-20,753.0,Low Value
4921,Timothy Brooks,Platinum,FL,6,4978.7,276.59,2022-04-10,2024-10-10,914.0,Low Value
6104,Susan Waters,Platinum,MD,4,4975.96,414.66,2022-10-15,2024-10-14,730.0,Low Value
9216,John Peterson,Gold,WA,6,4966.42,310.4,2022-02-17,2024-10-19,975.0,Low Value
4210,Stephen Cantu,Platinum,AZ,4,4965.77,331.05,2023-03-06,2024-09-18,562.0,Low Value
6691,Jackie Parker,Bronze,MD,7,4964.29,248.21,2022-01-30,2024-09-29,973.0,Low Value
7810,Damon Yoder,Gold,WI,6,4963.7,248.19,2022-06-01,2024-01-14,592.0,Low Value
6114,Jennifer Baxter,Bronze,OH,4,4954.73,291.45,2023-02-26,2024-01-26,334.0,Low Value
5989,Yvette Rose,Gold,WA,7,4950.14,309.38,2022-06-29,2024-02-03,584.0,Low Value
6480,Scott Mccoy,Bronze,IN,6,4950.04,450.0,2022-04-19,2024-10-01,896.0,Low Value
3622,Daniel Lucas,Gold,NC,3,4947.52,706.79,2023-10-12,2024-06-30,262.0,Low Value
269,Brandi Carr,Silver,TX,6,4946.38,247.32,2022-01-05,2024-11-03,1033.0,Low Value
5073,Jeffrey Suarez,Silver,AZ,3,4946.32,494.63,2023-11-06,2024-10-12,341.0,Low Value
7510,Karen King,Bronze,NY,3,4944.63,380.36,2022-10-12,2023-08-31,323.0,Low Value
9827,Justin Adams,Bronze,IN,5,4944.17,274.68,2022-05-04,2024-08-23,842.0,Low Value
8080,Christopher Alvarado,Silver,TN,5,4943.71,353.12,2022-02-24,2023-10-07,590.0,Low Value
1946,Jeanette Lopez,Gold,TN,3,4942.13,706.02,2023-02-05,2024-08-03,545.0,Low Value
527,Robert Cannon,Bronze,VA,6,4940.88,274.49,2023-10-03,2024-12-21,445.0,Low Value
5387,James Lopez,Bronze,NC,5,4937.85,308.62,2022-12-29,2024-12-20,722.0,Low Value
5037,Steven Brown,Gold,CA,7,4935.88,352.56,2022-06-04,2024-09-13,832.0,Low Value
6541,Jennifer Kerr,Bronze,PA,3,4934.21,616.78,2023-01-04,2023-09-11,250.0,Low Value
592,Stephanie Arroyo,Silver,OH,4,4933.72,308.36,2022-10-08,2024-12-25,809.0,Low Value
6581,Joan Nichols,Silver,MA,3,4933.53,616.69,2022-05-08,2024-12-07,944.0,Low Value
5692,Benjamin Rasmussen,Bronze,AZ,3,4931.47,547.94,2022-12-27,2024-06-26,547.0,Low Value
6532,Jennifer Hoover,Gold,OH,4,4930.1,547.79,2022-05-24,2024-06-17,755.0,Low Value
7133,Timothy Rivera,Bronze,NJ,8,4925.85,234.56,2022-09-12,2024-11-02,782.0,Low Value
2726,Ethan Noble,Silver,VA,5,4923.59,307.72,2022-01-03,2024-02-06,764.0,Low Value
6991,Brian Bryant,Gold,IN,6,4919.38,234.26,2022-10-23,2024-12-12,781.0,Low Value
8330,Gregory Ramirez,Gold,NC,4,4916.94,409.75,2022-12-13,2024-06-18,553.0,Low Value
9057,Angel Sanders,Silver,GA,5,4911.87,446.53,2022-06-20,2023-11-01,499.0,Low Value
2434,Robert Smith,Bronze,MI,4,4911.59,306.97,2023-01-30,2024-10-29,638.0,Low Value
4512,Robert Chung,Bronze,FL,5,4910.6,350.76,2022-02-23,2023-08-01,524.0,Low Value
3873,Jason Rodgers,Silver,OH,4,4904.71,544.97,2022-05-19,2024-09-13,848.0,Low Value
3858,Austin Romero,Gold,AZ,3,4903.76,980.75,2022-01-02,2023-11-07,674.0,Low Value
7693,Sarah Perry,Silver,IL,7,4900.54,213.07,2022-03-21,2024-04-29,770.0,Low Value
8240,Francisco Davis,Platinum,NC,6,4895.48,271.97,2022-01-07,2024-08-12,948.0,Low Value
6448,Matthew Brennan,Bronze,MI,4,4890.8,349.34,2022-06-05,2024-07-11,767.0,Low Value
24,Amanda Hansen,Bronze,MO,7,4887.04,187.96,2022-04-17,2024-11-18,946.0,Low Value
8078,Logan Kramer,Silver,VA,7,4886.41,244.32,2022-02-02,2024-12-03,1035.0,Low Value
3999,Juan Smith,Gold,MI,5,4878.71,325.25,2022-03-02,2024-12-28,1032.0,Low Value
1955,Deanna Bates,Gold,OH,8,4878.54,256.77,2022-10-19,2024-10-20,732.0,Low Value
3019,Nicholas Johnson,Bronze,IN,5,4878.01,375.23,2022-09-25,2024-05-24,607.0,Low Value
4466,Sharon Walker,Silver,TN,4,4874.08,487.41,2023-03-27,2024-09-23,546.0,Low Value
6383,Michelle Bradford,Gold,VA,5,4873.38,256.49,2022-10-14,2024-01-28,471.0,Low Value
9366,Lucas Nelson,Gold,WI,6,4871.35,270.63,2022-06-12,2024-06-03,722.0,Low Value
3110,Kristy Stevens,Bronze,VA,3,4870.37,541.15,2022-08-31,2022-11-23,84.0,Low Value
1488,Alicia Lee,Silver,MI,2,4867.15,695.31,2022-12-29,2024-05-21,509.0,Low Value
6092,Zachary Black,Silver,MD,3,4863.8,540.42,2023-05-18,2024-03-30,317.0,Low Value
2279,Wendy Robertson,Silver,OH,5,4863.22,303.95,2022-02-15,2024-07-20,886.0,Low Value
2762,Mary Burns,Bronze,WI,4,4862.5,347.32,2023-02-23,2024-02-12,354.0,Low Value
7336,Taylor Zamora,Silver,MI,6,4862.34,347.31,2022-09-05,2024-10-27,783.0,Low Value
104,Tammy Grant,Bronze,OH,4,4861.17,373.94,2022-03-01,2023-09-27,575.0,Low Value
44,Patrick Chase,Bronze,FL,7,4860.53,285.91,2022-01-28,2024-10-08,984.0,Low Value
1404,Paul Morgan,Silver,NJ,3,4859.74,607.47,2023-03-21,2024-01-14,299.0,Low Value
4197,Lori Walls,Silver,AZ,8,4858.49,323.9,2022-04-05,2024-10-16,925.0,Low Value
6393,Elizabeth Murphy,Gold,NY,5,4858.27,242.91,2022-05-29,2024-09-23,848.0,Low Value
237,Tracy Nolan,Gold,IN,3,4856.51,693.79,2022-06-29,2023-05-05,310.0,Low Value
2472,Timothy Bailey,Bronze,IL,7,4855.77,285.63,2022-04-29,2024-07-25,818.0,Low Value
7283,Susan Dixon,Bronze,IN,4,4855.11,539.46,2022-07-30,2024-11-09,833.0,Low Value
4260,Dennis Good,Gold,MI,5,4855.02,485.5,2022-03-06,2023-05-30,450.0,Low Value
6655,Jonathan Herrera,Bronze,MD,7,4852.85,323.52,2022-01-23,2024-10-11,992.0,Low Value
7902,Debbie Jones,Silver,MI,6,4851.21,269.51,2022-06-20,2024-11-03,867.0,Low Value
5064,Tim Maddox,Silver,TN,3,4844.08,538.23,2022-05-27,2024-11-20,908.0,Low Value
3353,Beth Wright,Silver,MA,7,4843.71,345.98,2022-06-08,2024-06-21,744.0,Low Value
3526,Lindsay Perkins,Gold,OH,5,4843.68,372.59,2022-04-02,2023-10-16,562.0,Low Value
7015,Nathan Young,Bronze,NY,4,4843.39,345.96,2022-03-10,2023-08-30,538.0,Low Value
1322,David Bailey,Silver,NC,5,4842.52,322.83,2022-11-30,2024-08-30,639.0,Low Value
3045,Tammy Gray,Platinum,TN,7,4841.66,322.78,2022-08-08,2024-09-14,768.0,Low Value
5422,Ivan Rogers,Silver,IN,7,4835.8,322.39,2022-05-19,2024-11-01,897.0,Low Value
3285,Joel Morales,Platinum,OH,8,4835.28,161.18,2022-01-05,2024-11-09,1039.0,Low Value
8736,Patrick Murray,Bronze,MI,6,4832.24,268.46,2022-01-07,2024-12-15,1073.0,Low Value
3910,Evan Potts,Platinum,NY,6,4830.92,322.06,2022-04-03,2024-06-18,807.0,Low Value
7046,Lori Watson,Bronze,TN,7,4826.75,241.34,2022-09-19,2024-09-08,720.0,Low Value
6418,Kyle Hernandez,Platinum,MI,4,4825.68,536.19,2022-04-08,2024-05-02,755.0,Low Value
7688,Matthew Williams,Gold,NY,4,4821.79,370.91,2022-07-25,2024-08-01,738.0,Low Value
5165,Lori Anderson,Silver,TX,6,4820.55,401.71,2022-01-07,2024-06-19,894.0,Low Value
4514,Mark Jacobs,Silver,VA,5,4819.8,321.32,2022-02-28,2023-07-07,494.0,Low Value
9362,Lawrence Johnson,Bronze,MA,8,4813.26,229.2,2023-05-28,2024-08-02,432.0,Low Value
9940,Frank Key,Silver,WI,4,4812.35,370.18,2023-04-10,2023-11-28,232.0,Low Value
2473,Gloria Lane,Bronze,AZ,3,4811.76,481.18,2022-03-19,2024-02-21,704.0,Low Value
1126,Angela Hughes,Bronze,FL,5,4810.28,437.3,2022-10-23,2024-10-09,717.0,Low Value
461,Linda Thomas,Bronze,WI,6,4808.42,320.56,2022-04-10,2024-03-28,718.0,Low Value
3564,Monique Long,Gold,NC,2,4804.82,600.6,2023-11-09,2023-12-20,41.0,Low Value
8683,Ashley Gordon,Bronze,CA,4,4802.71,320.18,2023-03-31,2024-12-15,625.0,Low Value
6727,Ashley Wolfe,Gold,NY,3,4800.99,533.44,2022-05-10,2023-07-18,434.0,Low Value
5300,John Banks,Bronze,IL,4,4797.46,319.83,2022-02-27,2023-04-21,418.0,Low Value
2574,Melinda Fox,Silver,NJ,8,4791.28,228.16,2022-04-07,2024-09-07,884.0,Low Value
1420,Douglas Fuentes,Bronze,TX,6,4787.65,341.97,2023-02-20,2024-11-23,642.0,Low Value
6498,Sandra Wagner,Bronze,OH,8,4784.11,318.94,2022-07-10,2024-10-20,833.0,Low Value
357,Nicole Miller,Gold,TN,5,4783.9,341.71,2022-05-14,2023-08-27,470.0,Low Value
5231,Adam Williams,Bronze,NJ,6,4776.36,280.96,2022-10-26,2024-09-06,681.0,Low Value
2501,Kimberly Glover,Silver,WI,4,4775.39,477.54,2022-11-07,2024-02-11,461.0,Low Value
9315,John Spence,Gold,OH,8,4775.34,280.9,2022-02-18,2024-09-14,939.0,Low Value
8989,Lisa Abbott,Silver,TX,4,4769.57,340.68,2022-04-24,2024-03-19,695.0,Low Value
762,Sherry Golden,Silver,IN,4,4768.51,433.5,2022-06-18,2023-10-03,472.0,Low Value
5191,Joel Novak,Silver,TN,5,4766.21,366.63,2022-06-07,2023-12-07,548.0,Low Value
8777,Meghan Allen,Gold,NC,5,4762.0,340.14,2022-02-11,2023-08-31,566.0,Low Value
339,Stephen Rodriguez,Silver,MO,6,4759.55,237.98,2022-07-14,2024-08-03,751.0,Low Value
6945,Beverly Clark,Silver,TX,3,4751.74,475.17,2023-08-08,2024-11-28,478.0,Low Value
5743,Chris Figueroa,Silver,VA,4,4751.0,365.46,2022-03-12,2024-02-03,693.0,Low Value
6497,Taylor Thompson,Bronze,MA,4,4748.11,395.68,2022-10-04,2024-03-11,524.0,Low Value
7993,Nicole Alexander,Platinum,NJ,6,4746.55,249.82,2022-09-26,2024-12-26,822.0,Low Value
1816,Bradley Keller,Bronze,PA,4,4745.84,474.58,2023-10-11,2024-06-23,256.0,Low Value
8192,Mary Marquez,Bronze,GA,6,4745.37,279.14,2022-02-21,2024-10-20,972.0,Low Value
1558,Johnny Herring,Silver,AZ,7,4741.72,182.37,2022-02-03,2024-11-10,1011.0,Low Value
7247,Michelle Ryan,Silver,NY,3,4740.05,592.51,2024-05-16,2024-10-20,157.0,Low Value
116,Christina Ellis,Gold,NJ,5,4734.96,315.66,2023-01-08,2024-03-22,439.0,Low Value
401,Jesse Jensen,Bronze,MO,5,4734.26,315.62,2023-11-25,2024-12-05,376.0,Low Value
1436,Emily Rivera,Gold,TX,6,4728.26,429.84,2023-01-30,2024-07-03,520.0,Low Value
640,Shaun Conway,Bronze,TN,3,4727.02,315.13,2022-10-28,2024-08-01,643.0,Low Value
6724,Logan Gonzalez,Bronze,CA,7,4725.53,277.97,2022-10-11,2024-10-03,723.0,Low Value
9049,Kyle Campbell,Silver,CA,8,4722.65,277.8,2022-02-07,2024-11-25,1022.0,Low Value
1417,Kathryn Roberts,Silver,AZ,6,4719.27,248.38,2022-01-18,2024-08-14,939.0,Low Value
9842,Adam Williams,Silver,TX,6,4719.19,262.18,2022-07-27,2024-05-11,654.0,Low Value
1684,Rachel Myers,Gold,MA,3,4714.46,392.87,2022-08-03,2023-07-10,341.0,Low Value
8691,Alisha Adams,Gold,MA,2,4711.03,471.1,2023-07-21,2023-10-05,76.0,Low Value
5438,Haley Romero,Silver,TX,5,4706.36,362.03,2022-03-11,2024-11-03,968.0,Low Value
4960,Laura Williams,Silver,TX,5,4704.83,294.05,2022-07-26,2024-07-13,718.0,Low Value
3421,Denise Rodriguez,Silver,IL,6,4697.45,223.69,2022-03-02,2024-10-06,949.0,Low Value
6123,Gregory Sullivan,Gold,IN,7,4697.0,247.21,2022-06-07,2024-09-29,845.0,Low Value
8829,Douglas Martin,Silver,IL,4,4694.89,361.15,2022-01-13,2024-12-28,1080.0,Low Value
3233,Terry Rodriguez,Gold,WA,4,4693.7,312.91,2022-05-31,2024-09-16,839.0,Low Value
1001,Julia Garrett,Silver,VA,4,4687.77,334.84,2023-01-17,2024-03-12,420.0,Low Value
9032,Sarah Jensen,Gold,AZ,5,4678.08,425.28,2022-08-16,2024-09-19,765.0,Low Value
4951,Randall Gregory,Bronze,OH,2,4671.67,778.61,2023-06-19,2024-04-17,303.0,Low Value
447,Eddie Mendoza,Bronze,NY,4,4669.4,424.49,2022-10-11,2023-12-11,426.0,Low Value
7185,Steven Newton,Gold,MD,7,4667.19,311.15,2022-02-08,2023-08-18,556.0,Low Value
8868,Jason Williamson,Gold,CA,5,4666.95,291.68,2022-06-07,2024-06-11,735.0,Low Value
6892,Cody Hernandez,Bronze,MI,4,4666.67,333.33,2022-02-09,2024-02-01,722.0,Low Value
7841,Debra Wise,Silver,MI,6,4664.07,274.36,2022-03-15,2023-10-17,581.0,Low Value
8559,Hannah Rodriguez,Bronze,WA,3,4663.5,466.35,2022-07-13,2024-10-26,836.0,Low Value
9476,Alison Hendrix,Bronze,AZ,5,4661.92,332.99,2022-03-16,2024-11-14,974.0,Low Value
2757,Christine Rodriguez,Bronze,OH,5,4659.41,358.42,2022-02-08,2024-12-16,1042.0,Low Value
472,Krystal Randall,Silver,NJ,5,4656.19,582.02,2022-02-20,2023-10-06,593.0,Low Value
3729,Amanda Wang,Bronze,AZ,5,4652.44,422.95,2023-11-23,2024-08-19,270.0,Low Value
2359,William Baker,Bronze,PA,3,4651.31,516.81,2024-02-19,2024-07-04,136.0,Low Value
3725,Sarah Lane,Gold,TX,5,4650.07,258.34,2022-06-10,2024-11-10,884.0,Low Value
2362,Jason Jefferson,Bronze,VA,7,4649.07,332.08,2022-01-16,2023-09-29,621.0,Low Value
9246,Jason Copeland,Silver,CA,3,4648.08,929.62,2023-09-16,2024-11-06,417.0,Low Value
3899,Paul Barron,Bronze,NC,7,4645.76,290.36,2022-09-26,2024-11-02,768.0,Low Value
5078,Michael Hebert,Silver,VA,5,4641.37,421.94,2022-09-01,2024-06-16,654.0,Low Value
7458,Megan Marshall,Bronze,IN,3,4639.11,579.89,2023-11-03,2024-10-06,338.0,Low Value
7166,Sarah Lopez,Bronze,NJ,7,4638.74,309.25,2022-03-08,2024-10-23,960.0,Low Value
7233,Ashley Jackson,Platinum,WI,6,4638.58,220.88,2022-04-16,2024-11-02,931.0,Low Value
965,Ronald Hodges,Bronze,MO,7,4634.06,257.45,2022-04-01,2024-12-11,985.0,Low Value
9978,Chelsea Collins,Platinum,TX,5,4632.16,272.48,2022-07-24,2024-11-25,855.0,Low Value
3033,Matthew Combs,Gold,TX,3,4631.16,514.57,2022-01-14,2024-09-01,961.0,Low Value
7883,Aaron Alvarado,Bronze,WI,3,4630.31,661.47,2022-07-02,2023-02-28,241.0,Low Value
1382,Andrew Gonzalez,Bronze,PA,5,4626.31,243.49,2022-09-05,2023-12-15,466.0,Low Value
8587,David Gordon,Silver,IL,3,4617.55,513.06,2022-01-03,2023-12-28,724.0,Low Value
6030,Jeffrey Eaton,Silver,WA,5,4617.42,271.61,2022-02-21,2023-09-08,564.0,Low Value
6705,Paul Hanna,Platinum,IL,6,4614.09,384.51,2022-04-09,2024-08-30,874.0,Low Value
647,Nicholas Richardson,Gold,NC,5,4612.99,307.53,2022-02-12,2023-10-29,624.0,Low Value
7894,Natasha Weeks,Platinum,TN,5,4609.66,271.16,2022-05-03,2023-11-04,550.0,Low Value
1585,Richard Roberts,Silver,CA,8,4601.93,242.21,2022-05-19,2024-08-09,813.0,Low Value
8218,Cassie Owens,Platinum,IN,7,4600.32,164.3,2022-02-17,2024-06-20,854.0,Low Value
7193,Philip Harrison,Gold,NJ,4,4599.25,383.27,2022-09-24,2024-07-28,673.0,Low Value
954,Jack Wyatt,Silver,FL,3,4596.6,766.1,2022-08-03,2023-05-19,289.0,Low Value
7218,Austin Ashley,Silver,NC,7,4595.67,287.23,2022-09-03,2024-07-06,672.0,Low Value
4248,Jennifer Higgins,Gold,AZ,5,4590.14,241.59,2022-01-01,2024-04-26,846.0,Low Value
289,John Jensen,Gold,MO,5,4588.94,353.0,2022-01-16,2023-06-12,512.0,Low Value
183,Linda Taylor,Bronze,NC,5,4588.11,352.93,2022-12-27,2024-12-07,711.0,Low Value
3018,Andrew Johnson,Bronze,NC,4,4584.85,458.49,2023-09-17,2024-05-30,256.0,Low Value
3470,Jennifer Sparks,Bronze,NJ,6,4579.09,305.27,2022-02-18,2024-04-10,782.0,Low Value
